Person_ID	Date	Company	Amount
20	1/3/2000	American International Group	9000
38	6/27/2014	New York Life Insurance Company	1000
13	4/6/2003	McDonald's Corporation	4500
4	12/27/2010	The Northwestern Mutual Life Insurance Company	1000
24	2/28/2001	Comcast Corporation	80500
39	11/2/2003	Liberty Mutual	100000
21	9/19/2000	United Parcel Service of America, Inc	1200
41	10/26/2014	News Corp	900
42	10/17/2012	Prudential Financial, Inc	1000
2	5/15/2006	New York Life Insurance Company	1500
10	8/16/2011	Aetna Inc.	1200
19	6/17/2003	Exelon Corporation	300
29	10/17/2012	Fannie Mae	75000
46	8/16/2008	Merck & Co Inc	97650
26	8/14/2007	Archer-Daniels-Midland Company	1000
18	11/7/2011	Morgan Stanley	9000
15	8/5/2002	CVS Caremark	100000
31	9/2/2011	United Parcel Service of America, Inc	9000
47	2/3/2008	Archer-Daniels-Midland Company	10000
36	1/14/2001	International Assets Holding	8350
39	4/13/2011	Prudential Financial, Inc	9000
18	1/11/2001	Lowe's Companies, Inc.	500
2	2/10/2015	United Services Automobile Association	4500
27	10/16/2010	AFLAC Incorporated	8000
41	7/16/2014	Costco Wholesale Corp.	750
13	11/12/2009	Tyson Foods Inc	2500
17	10/2/2003	Emerson Electric Co	750
42	2/18/2004	FPL Group Inc	900
10	10/2/2000	Express Scripts	200
17	6/26/2013	The Boeing Company	200
43	12/12/2006	Publix Super Markets	200
43	1/27/2007	Valero Energy Corp	75000
40	5/7/2002	DuPont	900
25	8/20/2002	ChevronTexaco Corporation	100000
28	5/25/2001	DuPont	8000
32	9/21/2003	Medco Health Solutions Inc	300
10	10/2/2016	Hewlett-Packard Company	100
35	7/22/2009	Tyson Foods Inc	500
19	11/21/2002	Verizon Communications	1200
38	6/15/2012	Murphy Oil Corp	300
44	3/14/2009	Fluor Corporation	4500
14	5/17/2011	Supervalu Inc	1500
9	4/28/2014	MetLife, Inc.	8350
49	3/5/2009	Berkshire Hathaway	900
2	4/4/2014	Nationwide Mutual Insurance Co	750
3	9/20/2002	Humana Inc.	1000
46	1/23/2011	General Motors Corporation	4500
19	11/3/2013	Eli Lilly and Co	75000
2	6/26/2002	Travelers Cos	10000
11	8/8/2014	Pfizer Inc.	1000
2	5/1/2012	McKesson Corporation	1500
48	7/9/2005	Capital One Financial Corp	900
20	12/10/2006	United Parcel Service of America, Inc	10000
32	9/1/2008	United Parcel Service of America, Inc	900
41	7/12/2003	Google	80500
49	2/28/2002	Tesoro Petroleum Corp	1500
3	8/6/2014	Sunoco Inc	8350
27	7/28/2014	Supervalu Inc	1200
41	6/18/2003	Goodyear Tire & Rubber	5400
12	3/7/2003	Plains All American Pipeline, L. P.	2500
5	8/5/2009	CIGNA Corporation	100000
11	10/10/2015	American International Group	9000
12	11/4/2001	The Directv Group Inc	100
37	1/4/2010	American International Group	2500
26	9/1/2012	Goldman Sachs Group	300
28	8/20/2008	MetLife, Inc.	300
41	12/17/2001	Southern Company	1200
11	1/4/2004	Avnet, Inc.	100
26	7/7/2001	Aetna Inc.	1500
33	6/24/2014	Johnson Controls, Inc.	1000
42	10/10/2012	Kimberly-Clark Corp	100000
33	3/17/2002	International Assets Holding	200
2	4/2/2005	Publix Super Markets	97650
10	12/25/2008	The Allstate Corporation	2500
37	1/2/2005	Murphy Oil Corp	750
20	10/8/2015	Plains All American Pipeline, L. P.	750
17	8/23/2005	CIGNA Corporation	100000
14	10/11/2004	General Electric Company	300
49	1/13/2009	The Dow Chemical Company	900
40	10/20/2006	MassMutual Financial Group	5400
31	4/1/2006	Cardinal Health, Inc	75000
10	9/24/2007	CIGNA Corporation	750
42	5/25/2001	United Technologies Corporation	2500
48	3/1/2013	Citigroup Inc	10000
9	11/7/2015	Lowe's Companies, Inc.	1500
13	3/18/2006	MetLife, Inc.	9000
43	2/7/2011	Southern Company	4500
27	5/9/2005	Nationwide Mutual Insurance Co	100
24	10/27/2007	Honeywell International	2500
35	11/18/2014	The PNC Financial Services Group	500
13	10/23/2007	Manpower Inc.	8000
41	9/16/2006	United Health Group Inc	200
46	9/17/2014	CIGNA Corporation	8350
37	9/5/2012	Exxon Mobil Corporation	2500
3	7/15/2007	Express Scripts	900
5	12/20/2003	Time Warner Inc.	8350
39	1/18/2000	Deere & Company	80500
31	6/1/2000	United Technologies Corporation	5400
45	10/3/2009	United Health Group Inc	100000
39	10/24/2011	Macy's	97650
15	5/2/2010	Coca-Cola Enterprises	80500
16	10/22/2005	American Airlines - AMR	100
6	1/10/2011	J.C. Penney Company, Inc.	300
48	12/21/2000	UAL Corporation(United Airlines)	1500
9	3/9/2001	Computer Sciences Corporation	75000
31	10/18/2012	Johnson & Johnson	8350
47	1/23/2004	AFLAC Incorporated	900
41	8/4/2011	Home Depot, Inc.	900
3	11/20/2010	Macy's	1000
39	2/19/2008	Exelon Corporation	100
14	1/4/2011	Wells Fargo & Company	9000
45	9/12/2004	Microsoft Corporation	1200
35	2/19/2007	United Technologies Corporation	100000
28	1/8/2001	AmerisourceBergen Corporation	300
47	9/15/2007	CIGNA Corporation	2500
17	10/19/2016	United Health Group Inc	500
20	3/21/2001	Coca-Cola Enterprises	2500
7	7/26/2011	State Farm Insurance	2500
20	11/20/2009	Medco Health Solutions Inc	80500
39	12/6/2006	Kimberly-Clark Corp	300
45	8/4/2012	Safeway Inc.	9000
22	2/25/2007	Supervalu Inc	8350
32	3/15/2002	Amazon.com Inc.	5400
27	5/18/2011	Tyson Foods Inc	10000
17	5/10/2000	Fannie Mae	4500
27	10/3/2003	Whirlpool Corporation	500
14	4/13/2002	Safeway Inc.	100
31	4/14/2006	ConocoPhillips	900
28	1/26/2000	Microsoft Corporation	9000
29	2/5/2016	The Kroger Co	750
40	6/19/2016	Kraft Foods	8350
47	3/7/2011	Pfizer Inc.	900
18	10/11/2014	Verizon Communications	9000
31	11/16/2009	Plains All American Pipeline, L. P.	100000
39	10/16/2015	The Allstate Corporation	100
40	4/19/2008	Oracle Corporation	300
48	8/24/2011	International Paper Company	4500
49	3/19/2004	Murphy Oil Corp	8350
19	4/26/2003	Computer Sciences Corporation	8000
22	4/26/2001	Express Scripts	80500
20	12/14/2010	FPL Group Inc	500
48	11/13/2013	TJX Companies, Inc.	1200
2	9/11/2010	Johnson & Johnson	300
26	9/1/2003	Publix Super Markets	100000
25	7/11/2012	Dell, Inc	75000
3	6/15/2014	DuPont	900
27	10/17/2002	Philip Morris International	100000
33	3/20/2013	United Services Automobile Association	750
45	9/6/2001	ConocoPhillips	10000
48	8/27/2015	ConocoPhillips	750
27	1/24/2002	Citigroup Inc	750
15	3/19/2016	The Walt Disney Company	1200
16	3/1/2005	Honeywell International	75000
14	9/27/2014	Tyson Foods Inc	75000
17	10/25/2013	Emerson Electric Co	100000
5	1/5/2002	Honeywell International	4500
8	8/16/2001	PepsiCo, Inc.	10000
6	9/27/2008	AT&T Corp	75000
4	1/15/2011	Occidental Petroleum Corp	200
27	11/13/2002	The Dow Chemical Company	750
17	11/24/2006	U.S. Bancorp	97650
11	1/26/2010	Goldman Sachs Group	8000
10	5/2/2015	Wells Fargo & Company	10000
3	11/17/2005	HCA Inc.	200
17	2/1/2012	International Business Machines Corporation	1200
15	5/9/2005	Exxon Mobil Corporation	500
37	11/27/2000	Health Net, Inc.	8350
46	3/21/2007	International Business Machines Corporation	300
3	2/28/2013	L-3 Communications Hldgs.	97650
4	5/17/2012	Manpower Inc.	8000
29	6/15/2011	MassMutual Financial Group	200
47	10/24/2010	Health Net, Inc.	80500
12	8/6/2002	CIGNA Corporation	8350
26	10/17/2010	CHS Inc	300
12	3/10/2009	Coca-Cola Enterprises	200
45	2/6/2012	American International Group	8000
8	9/16/2015	Amerada Hess Corporation	100
35	4/28/2013	Berkshire Hathaway	900
33	8/27/2009	Time Warner Cable	8000
17	8/15/2007	Emerson Electric Co	500
46	11/26/2008	The Allstate Corporation	80500
10	4/15/2014	L-3 Communications Hldgs.	80500
42	1/4/2007	Cisco Systems, Inc.	10000
38	10/16/2008	Comcast Corporation	300
37	4/10/2000	Health Net, Inc.	5400
4	9/27/2005	Cisco Systems, Inc.	1200
45	1/14/2012	Apple Computer, Inc	1500
18	11/1/2016	American Express Company	1200
40	11/6/2001	Nationwide Mutual Insurance Co	1500
42	4/18/2010	U.S. Bancorp	5400
45	3/14/2011	The Directv Group Inc	750
4	10/8/2008	Coca-Cola Enterprises	100
17	3/5/2008	Berkshire Hathaway	1200
33	12/25/2008	MetLife, Inc.	9000
47	5/20/2000	General Motors Corporation	100000
49	9/16/2000	Wal-Mart Stores, Inc.	4500
18	7/10/2011	Tyson Foods Inc	4500
27	2/20/2010	Ford Motor Company	1500
12	8/9/2000	Merck & Co Inc	8000
26	1/19/2012	Hartford Financial Services Group	200
36	5/17/2003	Computer Sciences Corporation	500
41	10/24/2008	The Dow Chemical Company	1000
15	2/21/2011	Manpower Inc.	300
1	4/5/2013	Avnet, Inc.	100000
43	8/22/2006	Abbott Laboratories	8000
44	2/24/2003	Time Warner Inc.	10000
33	3/15/2009	News Corp	9000
43	6/7/2002	United Technologies Corporation	1500
7	9/22/2003	The Walt Disney Company	750
29	11/20/2001	Enterprise GP Holdings	100
21	11/12/2014	Caterpillar Inc.	4500
23	12/13/2000	Ford Motor Company	9000
25	11/22/2016	American Airlines - AMR	2500
12	8/3/2014	U.S. Bancorp	300
36	10/18/2014	Time Warner Cable	2500
38	9/17/2013	The Dow Chemical Company	300
2	6/19/2001	WellPoint Health Networks	4500
16	1/3/2008	General Electric Company	80500
32	6/26/2000	General Dynamics Corporation	4500
28	10/23/2000	Hewlett-Packard Company	4500
11	2/27/2000	The Boeing Company	9000
14	1/27/2007	Amerada Hess Corporation	75000
44	7/23/2007	Avnet, Inc.	1500
25	8/21/2015	Philip Morris International	500
46	8/24/2009	The Directv Group Inc	8350
39	5/26/2012	CIGNA Corporation	5400
41	6/6/2002	Morgan Stanley	500
46	5/8/2004	Time Warner Cable	300
25	12/7/2012	GMAC	750
31	11/12/2015	Sears Holdings Corporation	1200
29	5/22/2001	Nike Inc.	1200
18	10/13/2014	Altria Group Inc	80500
47	6/27/2015	Lockheed Martin Corporation	9000
49	3/6/2004	Motorola Inc	1500
41	6/6/2000	Hartford Financial Services Group	75000
22	2/7/2003	Aetna Inc.	500
34	8/19/2006	Valero Energy Corp	300
26	3/5/2013	Microsoft Corporation	10000
33	5/9/2011	Intel Corporation	2500
3	12/27/2004	Occidental Petroleum Corp	1500
43	10/4/2003	Publix Super Markets	80500
44	10/7/2015	Tesoro Petroleum Corp	2500
12	11/27/2002	United Parcel Service of America, Inc	100
18	3/15/2006	Humana Inc.	1000
33	2/12/2014	The PNC Financial Services Group	900
16	2/24/2010	Wal-Mart Stores, Inc.	900
45	1/13/2003	TIAA-CREF	100
13	8/7/2011	Freddie Mac	75000
33	3/14/2001	Goodyear Tire & Rubber	10000
4	11/7/2013	Pfizer Inc.	2500
32	3/9/2007	Health Net, Inc.	10000
45	1/18/2002	MassMutual Financial Group	80500
27	12/3/2013	Emerson Electric Co	10000
21	6/2/2001	TJX Companies, Inc.	300
24	6/19/2015	Avnet, Inc.	1500
23	6/13/2006	Time Warner Inc.	500
44	10/18/2007	J.P. Morgan Chase & Co	75000
47	3/19/2005	Johnson Controls, Inc.	1500
35	12/12/2004	ChevronTexaco Corporation	1200
42	9/5/2014	GMAC	1000
5	5/10/2015	The Directv Group Inc	2500
23	1/26/2015	American Airlines - AMR	100000
2	1/23/2008	Honeywell International	10000
34	9/23/2000	American International Group	200
39	11/6/2012	The Walt Disney Company	900
7	10/8/2006	Northrop Grumman Corporation	300
5	5/9/2005	Merck & Co Inc	4500
45	8/16/2007	Home Depot, Inc.	10000
10	8/5/2009	Manpower Inc.	4500
2	12/21/2014	MassMutual Financial Group	5400
45	6/28/2011	Costco Wholesale Corp.	100000
46	7/24/2011	Northrop Grumman Corporation	4500
43	1/15/2000	Fannie Mae	2500
36	3/14/2016	Abbott Laboratories	900
35	2/25/2004	Publix Super Markets	8350
42	5/21/2016	Freddie Mac	10000
5	3/15/2008	Liberty Mutual	5400
48	5/5/2005	New York Life Insurance Company	200
39	9/8/2007	Time Warner Inc.	1000
3	1/17/2014	AFLAC Incorporated	300
42	2/4/2000	The Northwestern Mutual Life Insurance Company	1000
27	6/17/2002	MassMutual Financial Group	97650
15	6/3/2015	J.C. Penney Company, Inc.	1500
26	8/23/2011	The Directv Group Inc	9000
24	8/8/2008	Wells Fargo & Company	500
3	11/24/2016	HCA Inc.	200
23	1/5/2009	CVS Caremark	750
44	7/4/2006	Altria Group Inc	1200
45	6/28/2013	The PNC Financial Services Group	1000
39	11/13/2014	Time Warner Inc.	5400
37	3/7/2013	United Technologies Corporation	1200
24	10/14/2012	Publix Super Markets	200
24	4/6/2014	J.C. Penney Company, Inc.	500
28	6/25/2004	The Walt Disney Company	100000
4	3/6/2013	Costco Wholesale Corp.	4500
26	9/26/2000	J.C. Penney Company, Inc.	9000
37	6/7/2003	PepsiCo, Inc.	97650
37	3/27/2011	Johnson & Johnson	2500
23	3/11/2011	Cardinal Health, Inc	200
2	12/23/2014	General Electric Company	10000
7	5/23/2009	Citigroup Inc	2500
18	11/4/2006	Nationwide Mutual Insurance Co	80500
18	11/17/2009	Prudential Financial, Inc	2500
43	12/23/2004	Deere & Company	200
41	7/21/2015	General Motors Corporation	4500
44	7/9/2006	Computer Sciences Corporation	300
6	10/19/2004	Medco Health Solutions Inc	80500
32	7/18/2005	Express Scripts	4500
21	7/12/2003	Goodyear Tire & Rubber	8350
35	7/25/2016	Lowe's Companies, Inc.	97650
34	8/20/2012	Health Net, Inc.	300
7	6/6/2007	Avnet, Inc.	900
29	3/3/2006	FPL Group Inc	1500
24	2/13/2015	Walgreen Company	1500
48	4/12/2001	The PNC Financial Services Group	100
4	1/11/2002	FPL Group Inc	2500
33	4/15/2007	Macy's	200
12	8/12/2015	WellPoint Health Networks	97650
7	6/27/2010	The Boeing Company	200
21	11/18/2013	Amerada Hess Corporation	500
25	5/4/2000	Exelon Corporation	1500
8	8/7/2007	L-3 Communications Hldgs.	100
34	2/28/2000	Microsoft Corporation	9000
40	5/27/2015	Valero Energy Corp	100
13	8/22/2016	Time Warner Inc.	500
18	1/22/2004	Enterprise GP Holdings	1000
32	5/18/2006	FPL Group Inc	750
44	8/23/2005	New York Life Insurance Company	300
14	2/4/2013	Goodyear Tire & Rubber	200
5	9/2/2001	Whirlpool Corporation	500
14	10/7/2004	Whirlpool Corporation	8350
43	4/19/2014	SYSCO Corporation	1200
38	3/28/2016	International Paper Company	300
33	2/25/2014	Oracle Corporation	100
17	7/6/2004	Best Buy Co., Inc.	200
43	10/17/2008	Johnson Controls, Inc.	9000
41	3/2/2004	Tyson Foods Inc	8000
27	9/13/2010	Express Scripts	1000
23	11/12/2012	Abbott Laboratories	900
11	8/12/2008	The Dow Chemical Company	75000
25	6/1/2007	American Express Company	100
35	2/15/2002	Medco Health Solutions Inc	100000
39	2/26/2009	MetLife, Inc.	750
20	1/23/2008	Plains All American Pipeline, L. P.	2500
49	12/11/2016	Medco Health Solutions Inc	10000
46	9/28/2015	State Farm Insurance	1000
13	8/27/2002	Morgan Stanley	8350
17	7/13/2001	Hewlett-Packard Company	500
48	1/4/2000	General Dynamics Corporation	8350
46	12/8/2002	The Walt Disney Company	300
29	11/6/2002	Northrop Grumman Corporation	97650
13	1/2/2003	Oracle Corporation	80500
5	6/7/2001	FedEx Corporation	75000
6	6/3/2015	Abbott Laboratories	1500
7	1/16/2013	Goodyear Tire & Rubber	2500
43	10/13/2011	Altria Group Inc	750
21	11/21/2016	Medco Health Solutions Inc	4500
49	7/27/2014	The Coca-Cola Company	97650
6	5/1/2006	Humana Inc.	1200
44	8/16/2009	Alcoa	75000
29	3/22/2013	HCA Inc.	750
1	5/10/2002	Lowe's Companies, Inc.	4500
5	10/19/2003	GMAC	2500
42	5/13/2003	The Directv Group Inc	8000
24	10/17/2014	Nike Inc.	100000
28	12/19/2013	MetLife, Inc.	100
32	7/14/2004	DuPont	97650
16	2/4/2014	The Kroger Co	5400
7	3/19/2004	Emerson Electric Co	8000
29	3/8/2001	PepsiCo, Inc.	1200
3	5/27/2008	Occidental Petroleum Corp	750
1	12/20/2016	Ford Motor Company	900
37	10/5/2012	ChevronTexaco Corporation	1000
7	4/19/2010	J.P. Morgan Chase & Co	900
47	11/8/2013	Publix Super Markets	900
14	7/18/2000	Amazon.com Inc.	80500
5	2/27/2009	Microsoft Corporation	500
7	7/24/2016	AFLAC Incorporated	100000
3	9/6/2013	Computer Sciences Corporation	75000
3	12/20/2008	Plains All American Pipeline, L. P.	100
8	1/9/2009	State Farm Insurance	500
33	10/22/2011	Murphy Oil Corp	75000
19	4/20/2016	United Parcel Service of America, Inc	1500
33	5/7/2004	General Motors Corporation	10000
44	10/28/2009	WellPoint Health Networks	750
17	10/10/2007	Caterpillar Inc.	1200
23	5/20/2016	Sears Holdings Corporation	750
43	5/10/2010	Aetna Inc.	1200
43	10/12/2002	Fannie Mae	100
19	1/4/2009	Cardinal Health, Inc	1200
30	12/3/2004	New York Life Insurance Company	5400
23	6/12/2001	Tesoro Petroleum Corp	5400
13	7/6/2003	Time Warner Inc.	9000
6	9/24/2015	ChevronTexaco Corporation	500
15	10/1/2007	Bank of America Corporation	4500
17	9/9/2016	United Health Group Inc	100
5	5/15/2010	Supervalu Inc	300
40	11/23/2006	Exelon Corporation	300
30	11/22/2009	Goodyear Tire & Rubber	750
16	12/19/2009	Wal-Mart Stores, Inc.	9000
9	12/10/2000	Murphy Oil Corp	2500
12	1/11/2013	WellPoint Health Networks	1000
32	8/3/2012	Wells Fargo & Company	1000
37	4/14/2016	United Parcel Service of America, Inc	1000
35	2/24/2004	Merck & Co Inc	1000
37	10/4/2013	International Assets Holding	500
38	12/18/2005	American International Group	10000
42	4/25/2013	General Dynamics Corporation	500
14	11/16/2011	Merck & Co Inc	1500
18	1/6/2004	Best Buy Co., Inc.	100000
12	12/15/2005	International Business Machines Corporation	100000
36	9/9/2006	International Business Machines Corporation	300
8	12/23/2010	FedEx Corporation	1500
14	10/9/2012	ConocoPhillips	500
4	5/15/2009	Sears Holdings Corporation	8000
15	6/2/2005	Walgreen Company	1000
28	9/7/2003	Computer Sciences Corporation	500
9	1/5/2010	Costco Wholesale Corp.	8000
1	12/1/2016	Marathon Oil Corp.	500
23	1/9/2002	Hewlett-Packard Company	1200
38	7/10/2011	Macy's	2500
12	5/22/2000	Fannie Mae	200
16	2/10/2015	L-3 Communications Hldgs.	1200
9	7/23/2005	Marathon Oil Corp.	200
44	10/19/2008	J.P. Morgan Chase & Co	2500
28	12/4/2000	The Kroger Co	4500
21	11/6/2014	Goodyear Tire & Rubber	1200
24	5/13/2007	United Health Group Inc	97650
6	2/10/2006	CVS Caremark	9000
38	6/19/2009	International Assets Holding	5400
42	11/24/2006	MetLife, Inc.	500
20	1/14/2001	U.S. Bancorp	900
11	8/10/2005	Sprint	9000
42	3/16/2006	AmerisourceBergen Corporation	97650
27	8/11/2013	United Technologies Corporation	1500
49	9/6/2014	The Directv Group Inc	97650
16	7/23/2014	Berkshire Hathaway	8000
28	10/11/2008	Bank of America Corporation	8350
10	9/25/2016	Freddie Mac	4500
30	5/19/2006	Pfizer Inc.	9000
39	1/18/2005	Verizon Communications	9000
49	2/23/2006	AmerisourceBergen Corporation	2500
3	4/6/2004	Citigroup Inc	1500
17	12/7/2003	DuPont	97650
36	3/24/2006	Bristol-Myers Squibb Co.	900
2	11/9/2014	Rite Aid Corporation	1000
7	7/21/2002	TIAA-CREF	8000
44	9/2/2009	Tech Data Corporation	5400
23	10/14/2011	Delta Air Lines Inc	5400
30	7/11/2005	HCA Inc.	5400
28	4/8/2012	The Boeing Company	2500
14	9/9/2008	Hartford Financial Services Group	75000
41	8/2/2005	New York Life Insurance Company	9000
5	10/6/2003	Health Net, Inc.	10000
35	6/5/2013	AFLAC Incorporated	300
1	12/20/2009	Microsoft Corporation	1000
9	4/24/2010	Northrop Grumman Corporation	4500
15	3/7/2004	News Corp	9000
43	4/20/2016	Sears Holdings Corporation	5400
16	11/13/2002	General Dynamics Corporation	1200
5	5/2/2003	WellPoint Health Networks	1500
2	3/6/2004	SYSCO Corporation	5400
1	10/22/2000	Exelon Corporation	9000
32	12/1/2015	Fannie Mae	1000
45	10/26/2006	Lockheed Martin Corporation	2500
30	4/24/2015	J.C. Penney Company, Inc.	8000
1	8/6/2001	Humana Inc.	75000
40	4/17/2002	3M Company	500
49	12/22/2013	Ingram Micro	900
24	11/23/2003	Verizon Communications	9000
21	2/28/2004	The Coca-Cola Company	100000
33	11/17/2006	AmerisourceBergen Corporation	300
29	2/2/2007	Deere & Company	1000
37	8/10/2013	Publix Super Markets	5400
18	9/8/2002	Kimberly-Clark Corp	500
11	12/23/2016	Intel Corporation	100
24	2/12/2011	Macy's	10000
23	9/24/2006	Berkshire Hathaway	8350
15	9/24/2002	SYSCO Corporation	75000
38	5/9/2014	Rite Aid Corporation	100
31	9/2/2004	Northrop Grumman Corporation	8000
9	7/22/2015	Citigroup Inc	100000
48	3/18/2000	ConocoPhillips	5400
34	5/6/2001	Honeywell International	5400
8	9/19/2012	General Motors Corporation	4500
4	4/15/2003	Time Warner Inc.	10000
48	11/21/2014	Eli Lilly and Co	100000
30	12/15/2009	Honeywell International	8350
44	11/16/2011	Humana Inc.	75000
17	12/13/2006	Freddie Mac	300
21	9/2/2015	Lowe's Companies, Inc.	5400
12	2/10/2001	Capital One Financial Corp	500
39	9/8/2005	Philip Morris International	4500
5	6/18/2013	Aetna Inc.	97650
41	1/15/2014	Cardinal Health, Inc	9000
45	2/7/2003	Best Buy Co., Inc.	10000
38	8/8/2016	Northrop Grumman Corporation	1500
32	8/21/2006	Delta Air Lines Inc	300
8	12/21/2006	Caterpillar Inc.	75000
15	7/22/2014	Nike Inc.	2500
30	12/4/2003	Tyson Foods Inc	100
43	10/4/2011	Pfizer Inc.	100000
21	2/19/2007	ConocoPhillips	1000
34	10/8/2012	Berkshire Hathaway	300
12	10/3/2006	Lockheed Martin Corporation	1500
44	6/18/2001	Alcoa	8350
4	12/17/2007	Fluor Corporation	300
10	6/20/2008	International Business Machines Corporation	1500
17	2/11/2015	Freddie Mac	100
49	4/26/2001	Marathon Oil Corp.	750
46	11/4/2013	General Dynamics Corporation	500
16	9/10/2012	Enterprise GP Holdings	1000
30	3/23/2002	Intel Corporation	200
7	1/28/2015	Deere & Company	1200
33	7/17/2014	Fluor Corporation	8000
2	4/5/2007	Comcast Corporation	5400
31	2/6/2015	Tesoro Petroleum Corp	8350
23	11/12/2013	Morgan Stanley	1000
48	7/23/2004	The Coca-Cola Company	1200
4	2/18/2000	CHS Inc	8000
12	1/12/2014	International Assets Holding	900
6	10/14/2007	Wells Fargo & Company	100
46	2/3/2014	Caterpillar Inc.	75000
1	4/14/2001	J.C. Penney Company, Inc.	500
10	5/5/2006	MassMutual Financial Group	750
42	2/8/2007	Supervalu Inc	500
31	12/19/2001	The Walt Disney Company	900
10	2/16/2008	Computer Sciences Corporation	75000
5	8/21/2014	Berkshire Hathaway	1500
36	1/20/2003	Rite Aid Corporation	200
1	5/1/2001	Altria Group Inc	1000
18	9/6/2006	HCA Inc.	1000
34	9/23/2001	United Health Group Inc	300
25	11/26/2009	AT&T Corp	300
18	4/7/2010	The Coca-Cola Company	200
20	10/11/2003	General Electric Company	1500
12	1/25/2007	AmerisourceBergen Corporation	80500
27	1/9/2003	Comcast Corporation	750
9	11/8/2015	Wells Fargo & Company	1500
28	2/25/2005	Coca-Cola Enterprises	4500
1	10/19/2015	Southern Company	9000
20	8/2/2002	TJX Companies, Inc.	900
16	6/28/2014	Apple Computer, Inc	10000
40	2/10/2000	Express Scripts	300
3	9/20/2013	Delta Air Lines Inc	8000
18	1/26/2016	CHS Inc	200
4	2/25/2009	Amazon.com Inc.	500
18	12/7/2009	Ingram Micro	10000
13	9/23/2004	The Directv Group Inc	900
16	12/25/2016	Honeywell International	8350
35	8/7/2015	Plains All American Pipeline, L. P.	75000
18	1/24/2016	Occidental Petroleum Corp	2500
23	3/10/2001	Liberty Mutual	75000
24	11/5/2000	Emerson Electric Co	4500
28	6/12/2013	Rite Aid Corporation	100
6	2/17/2010	Lockheed Martin Corporation	8000
35	3/5/2013	Caterpillar Inc.	300
7	4/9/2005	L-3 Communications Hldgs.	1500
45	5/25/2013	U.S. Bancorp	1000
32	8/1/2010	Ingram Micro	1200
42	5/18/2011	AmerisourceBergen Corporation	500
13	4/4/2008	Dell, Inc	2500
47	8/28/2006	The Northwestern Mutual Life Insurance Company	100
38	4/25/2008	TIAA-CREF	1000
5	6/23/2015	Northrop Grumman Corporation	80500
39	10/25/2008	The Directv Group Inc	9000
34	1/17/2012	International Assets Holding	5400
41	11/12/2008	Tesoro Petroleum Corp	900
8	1/25/2005	Ford Motor Company	1500
7	10/6/2004	Berkshire Hathaway	4500
28	3/12/2002	Wells Fargo & Company	75000
36	7/27/2013	Liberty Mutual	80500
7	5/24/2007	AT&T Corp	100000
40	12/3/2014	TIAA-CREF	200
13	5/1/2016	Sears Holdings Corporation	500
13	1/23/2016	CIGNA Corporation	4500
20	9/9/2014	Valero Energy Corp	500
28	10/9/2016	International Paper Company	200
1	12/28/2006	Walgreen Company	80500
35	1/26/2000	Citigroup Inc	4500
31	4/24/2008	The Walt Disney Company	200
12	8/1/2016	Cardinal Health, Inc	300
17	3/13/2000	Best Buy Co., Inc.	100
28	9/12/2013	Time Warner Inc.	1500
10	3/22/2008	Goodyear Tire & Rubber	300
12	5/1/2012	Safeway Inc.	8350
18	9/17/2005	Tyson Foods Inc	5400
12	5/7/2010	MetLife, Inc.	750
8	2/2/2016	MetLife, Inc.	1000
10	11/20/2014	UAL Corporation(United Airlines)	200
29	4/6/2001	AmerisourceBergen Corporation	100
37	9/23/2016	Fannie Mae	1000
4	4/25/2009	Hartford Financial Services Group	2500
30	9/2/2006	DuPont	8350
2	4/19/2012	Cardinal Health, Inc	4500
45	7/19/2008	Best Buy Co., Inc.	1000
19	10/25/2008	Google	200
49	12/28/2003	Health Net, Inc.	97650
36	3/26/2008	Bank of America Corporation	80500
13	4/14/2016	Computer Sciences Corporation	80500
47	3/4/2006	SYSCO Corporation	9000
24	8/4/2010	Raytheon Company	9000
44	7/20/2013	Wal-Mart Stores, Inc.	9000
45	5/7/2012	Deere & Company	1000
47	8/4/2001	Best Buy Co., Inc.	750
47	11/4/2001	Cisco Systems, Inc.	1500
33	12/17/2013	American International Group	900
39	3/7/2016	Target Corporation	97650
36	12/6/2003	Murphy Oil Corp	1500
21	3/28/2002	Citigroup Inc	8350
8	9/18/2007	Wells Fargo & Company	10000
47	1/8/2009	International Paper Company	100000
11	5/28/2011	Intel Corporation	8350
46	7/10/2004	Citigroup Inc	80500
32	5/16/2006	Google	750
35	2/27/2005	UAL Corporation(United Airlines)	4500
12	7/3/2014	Kraft Foods	9000
43	3/24/2015	Eli Lilly and Co	100
34	2/10/2015	Whirlpool Corporation	97650
25	4/9/2016	FedEx Corporation	900
23	5/16/2012	American Airlines - AMR	75000
49	6/8/2001	McDonald's Corporation	8350
7	8/15/2004	The Coca-Cola Company	8000
39	12/5/2015	Medco Health Solutions Inc	1000
40	3/2/2003	Berkshire Hathaway	500
44	12/7/2001	Hartford Financial Services Group	10000
27	7/7/2015	Eli Lilly and Co	100
28	11/22/2001	J.P. Morgan Chase & Co	80500
9	6/7/2011	TIAA-CREF	75000
18	1/8/2003	Constellation Energy Group	75000
11	8/10/2000	Google	200
31	9/3/2013	Dell, Inc	9000
30	10/5/2010	Computer Sciences Corporation	100000
16	3/23/2000	Supervalu Inc	97650
21	6/6/2003	Coca-Cola Enterprises	100
17	9/9/2008	United Technologies Corporation	200
